cabinet_id,phone,cli,fnn,address_info,street_number,street_name,street_type,locality,state,postcode,latitude,longitude,tty,indigenous_site,product_code,payphones_at_site,locator_address,attributes
02974603X2,0297466350,0456613067,PH:0297466350,NR ROCHESTER RD,32,BURLINGTON,RD,HOMEBUSH,NSW,2140,-33.86777,151.08429,,,MPP1W,1,"32 BURLINGTON RD NR ROCHESTER RD, HOMEBUSH","Card Payphone,Incoming Calls,WIFI Hotspot"
02974608X2,0297461980,0475082564,PH:0297461980,HOMEBUSH RLWY STN,0,THE CRESCENT,,HOMEBUSH,NSW,2140,-33.8669,151.08668,,,MPP1W,1,"PLATFM 5&6 0 THE CRESCENT  HOMEBUSH RLWY STN, HOMEBUSH","Card Payphone,Incoming Calls"
02976308X1,0297632878,0457435206,PH:0297632878,DFO OUTLET,3,UNDERWOOD,RD,HOMEBUSH,NSW,2140,-33.855383,151.076804,,,MPP1W,1,"MAIN ENTC 3 UNDERWOOD RD DFO OUTLET, HOMEBUSH","Card Payphone,Incoming Calls"
02976309X2,0297631414,0448925128,PH:0297631414,CRN ROCHESTER RD,1,THE CRESCENT,,HOMEBUSH,NSW,2140,-33.866559,151.084816,,,MPP1W,1,"1 THE CRESCENT  CRN ROCHESTER RD, HOMEBUSH","Card Payphone,Incoming Calls,WIFI Hotspot"
02976311X2,0297631635,0417717093,PH:0297631635,NR STATION ST,1,LOFTUS,CRS,HOMEBUSH,NSW,2140,-33.866291,151.086665,,,MPP1W,1,"1 LOFTUS CRS NR STATION ST, HOMEBUSH","Card Payphone,Incoming Calls,WIFI Hotspot"
02974623X2,0297463605,0297463605,PH:0297463605,NR THE CRESCENT,5,HENLEY,ST,HOMEBUSH WEST,NSW,2140,-33.865486,151.070109,,,MPP1,2,"5 HENLEY ST NR THE CRESCENT, HOMEBUSH WEST","Card Payphone,Incoming Calls"
02974629X2,0297463695,0436347343,PH:0297463695,SYDNEY MARKETS,1,PLAZA,RD,HOMEBUSH WEST,NSW,2140,-33.860284,151.070897,,,MPP1W,1,"1 PLAZA RD SYDNEY MARKETS, HOMEBUSH WEST","Card Payphone,Incoming Calls,WIFI Hotspot"
02976411X2,0297644496,0297644496,PH:0297644496,NR THE CRESCENT,5,HENLEY,ST,HOMEBUSH WEST,NSW,2140,-33.865486,151.070109,,,MPP1,2,"5 HENLEY ST NR THE CRESCENT, HOMEBUSH WEST","Card Payphone,Incoming Calls,WIFI Hotspot"
02947601X2,0294766054,0455230495,PH:0294766054,O/S HOSPITAL OPP,47,PALMERSTON,RD,HORNSBY,NSW,2077,-33.702934,151.111289,,,MPP1W,1,"47 PALMERSTON RD O/S HOSPITAL OPP, HORNSBY","Card Payphone,Incoming Calls"
02947612X2,0294766232,0491356381,PH:0294766232,,34,BURDETT,ST,HORNSBY,NSW,2077,-33.703155,151.104695,,,MPP1W,1,"34 BURDETT ST , HORNSBY","Card Payphone,Incoming Calls"
02947613X2,0294764781,0294764781,PH:0294764781,NR BURDETT ST,34,HUNTER,ST,HORNSBY,NSW,2077,-33.703047,151.100785,,,MPP1,1,"34 HUNTER ST NR BURDETT ST, HORNSBY","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02948210X2,0294821084,0294821084,PH:0294821084,HORNSBY RLWY STN,1,STATION,ST,HORNSBY,NSW,2077,-33.702856,151.098398,,,MPP1,1,"PLATFM 4 1 STATION ST HORNSBY RLWY STN, HORNSBY","Card Payphone,Incoming Calls"
02948212X2,0294821138,0294821138,PH:0294821138,HORNSBY RLWY STN,1,STATION,ST,HORNSBY,NSW,2077,-33.702842,151.098731,,,MPP1,2,"1 STATION ST HORNSBY RLWY STN, HORNSBY","Card Payphone,Incoming Calls"
02948213X2,0294821158,0294821158,PH:0294821158,HORNSBY RLWY STN,1,STATION,ST,HORNSBY,NSW,2077,-33.702842,151.098731,,,MPP1,2,"1 STATION ST HORNSBY RLWY STN, HORNSBY","Card Payphone,Incoming Calls"
02948226X2,0294822407,0294822407,PH:0294822407,O/S HORNSBY HOUSE,32,FLORENCE,ST,HORNSBY,NSW,2077,-33.704172,151.101405,,,MPP1,2,"32 FLORENCE ST O/S HORNSBY HOUSE, HORNSBY","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02948229X2,0294822157,0294822157,PH:0294822157,,1,FLORENCE,ST,HORNSBY,NSW,2077,-33.70379,151.09933,,,MPP1,1,"1 FLORENCE ST , HORNSBY","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02948275X2,0294821168,0482803644,PH:0294821168,O/S POLICE STATION,294,PEATS FERRY,RD,HORNSBY,NSW,2077,-33.701252,151.097016,,,MPP1W,1,"294 PEATS FERRY RD O/S POLICE STATION, HORNSBY","Card Payphone,Incoming Calls"
02948276X2,0294821311,0294821311,PH:0294821311,O/S HORNSBY HOUSE,32,FLORENCE,ST,HORNSBY,NSW,2077,-33.704172,151.101405,,,MPP1,2,"32 FLORENCE ST O/S HORNSBY HOUSE, HORNSBY","Card Payphone,Incoming Calls"
02948278X2,0294827274,0418643362,PH:0294827274,OS RAIL STN OPP,17,STATION,ST,HORNSBY,NSW,2077,-33.70344,151.09797,,,MPP1W,1,"W/SIDE  17 STATION ST OS RAIL STN OPP, HORNSBY","Card Payphone,Incoming Calls,WIFI Hotspot"
02948224X2,0294821621,0456939995,PH:0294821621,OS AMPOL,110,GALSTON,RD,HORNSBY HEIGHTS,NSW,2077,-33.67679,151.09813,,,MPP1W,1,"110 GALSTON RD OS AMPOL, HORNSBY HEIGHTS","Card Payphone,Incoming Calls"
02426203X2,0242621349,0242621349,PH:0242621349,CNR HOMESTEAD DR,84,BONG BONG,RD,HORSLEY,NSW,2530,-34.490992,150.778249,,,MPP1,1,"84 BONG BONG RD CNR HOMESTEAD DR, HORSLEY","Card Payphone,Incoming Calls,WIFI Hotspot"
02962000X2,0296201052,0296201052,PH:0296201052,NR HORSLEY RD,1846,HORSLEY,DRV,HORSLEY PARK,NSW,2175,-33.841288,150.846722,,,MPP1,1,"1846 HORSLEY DRV NR HORSLEY RD, HORSLEY PARK","Card Payphone,Incoming Calls"
02602650X2,0260265338,0260265338,PH:0260265338,O/SIDE IGA STORE,49,HAWKINS,ST,HOWLONG,NSW,2643,-35.979557,146.626651,,,MPP1,1,"49 HAWKINS ST O/SIDE IGA STORE, HOWLONG","Card Payphone,Incoming Calls"
02692892X2,0269289241,0269289241,PH:0269289241,O/S COMMUNITY CLUB,5,MATE,ST,HUMULA,NSW,2652,-35.488237,147.762861,,,MPP1,1,"5 MATE ST O/S COMMUNITY CLUB, HUMULA","Card Payphone,Incoming Calls"
02981621X2,0298161210,0418162932,PH:0298161210,CNR PRINCES ST,105,PITTWATER,RD,HUNTERS HILL,NSW,2110,-33.822055,151.13435,,,MPP1W,1,"105 PITTWATER RD CNR PRINCES ST, HUNTERS HILL","Card Payphone,Incoming Calls,WIFI Hotspot"
02981629X2,0298165188,0417310457,PH:0298165188,CNR,32,ALEXANDRA,ST,HUNTERS HILL,NSW,2110,-33.834742,151.154087,,,MPP1W,1,"32 ALEXANDRA ST CNR, HUNTERS HILL","Card Payphone,Incoming Calls"
02981630X2,0298165305,0447218358,PH:0298165305,NEAR SHOPS,45,GLADESVILLE,RD,HUNTERS HILL,NSW,2110,-33.833618,151.142948,,,MPP1,1,"45 GLADESVILLE RD NEAR SHOPS, HUNTERS HILL","Card Payphone,Incoming Calls,WIFI Hotspot"
02955913X2,0295593099,0428542377,PH:0295593099,NR DUNTROON,13,HAMPDEN,ST,HURLSTONE PARK,NSW,2193,-33.908697,151.132988,,,MPP1W,1,"13 HAMPDEN ST NR DUNTROON, HURLSTONE PARK","Card Payphone,Incoming Calls"
02955924X2,0295594422,0477350891,PH:0295594422,NR STATION,15,CRINAN,ST,HURLSTONE PARK,NSW,2193,-33.9097,151.13168,,,MPP1W,1,"15 CRINAN ST NR STATION, HURLSTONE PARK","Card Payphone,Incoming Calls"
02955925X2,0295594599,0482645203,PH:0295594599,CNR FLOSS ST,101,DUNTROON,ST,HURLSTONE PARK,NSW,2193,-33.91043,151.13243,,,MPP1W,1,"101 DUNTROON ST CNR FLOSS ST, HURLSTONE PARK","Card Payphone,Incoming Calls"
02955926X2,0295594766,0436452841,PH:0295594766,CANTERBURY RD,0,CRINAN,ST,HURLSTONE PARK,NSW,2193,-33.906271,151.12734,,,MPP1W,1,"0 CRINAN ST CANTERBURY RD, HURLSTONE PARK","Card Payphone,Incoming Calls,WIFI Hotspot"
02979915X2,0297995329,0297995329,PH:0297995329,NR NEW CANTERBURY,2,GRIFFITHS,ST,HURLSTONE PARK,NSW,2193,-33.904632,151.128209,,,MPP1,1,"2 GRIFFITHS ST NR NEW CANTERBURY, HURLSTONE PARK","Card Payphone,Incoming Calls"
02957013X2,0295704346,0295704346,PH:0295704346,HURSTVILLE CENTRAL,225,FOREST,RD,HURSTVILLE,NSW,2220,-33.967618,151.102526,,,MPP1,2,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE","Card Payphone,Incoming Calls"
02957016X2,0295701404,0455991205,PH:0295701404,NR PEARL ST,43,GLOUCESTER,RD,HURSTVILLE,NSW,2220,-33.962075,151.096124,,,MPP1W,1,"43 GLOUCESTER RD NR PEARL ST, HURSTVILLE","Card Payphone,Incoming Calls"
02957018X2,0295704241,0295704241,PH:0295704241,CNR HUDSON ST,124,FOREST,RD,HURSTVILLE,NSW,2220,-33.967184,151.109524,,,MPP1,1,"124 FOREST RD CNR HUDSON ST, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot"
02957020X2,0295706902,0295706902,PH:0295706902,OS HRSTVLE COUNCIL,1,DORA,ST,HURSTVILLE,NSW,2220,-33.965246,151.101677,,,MPP1,1,"1 DORA ST OS HRSTVLE COUNCIL, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot"
02957022X2,0295705784,0461501484,PH:0295705784,NR KIMBERLEY RD,17,WESTON,RD,HURSTVILLE,NSW,2220,-33.958393,151.103087,,,MPP1W,1,"17 WESTON RD NR KIMBERLEY RD, HURSTVILLE","Card Payphone,Incoming Calls"
02957026X2,0295707219,0295707219,PH:0295707219,NR BUTLER RD O/S,34,ORMONDE,PDE,HURSTVILLE,NSW,2220,-33.96769,151.101977,,,MPP1,1,"34 ORMONDE PDE NR BUTLER RD O/S, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot"
02957027X2,0295706297,0455892666,PH:0295706297,BUS INTERCHANGE,318,FOREST,RD,HURSTVILLE,NSW,2220,-33.966359,151.102115,,,MPP1W,1,"ADJ  318 FOREST RD BUS INTERCHANGE, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02958010X2,0295800463,0295800463,PH:0295800463,HURSTVILLE CENTRAL,225,FOREST,RD,HURSTVILLE,NSW,2220,-33.967618,151.102526,,,MPP1,2,"LVL 1 225 FOREST RD HURSTVILLE CENTRAL, HURSTVILLE","Card Payphone,Incoming Calls"
02958022X2,0295807696,0295807696,PH:0295807696,MEMORIAL SQUARE,217,FOREST,RD,HURSTVILLE,NSW,2220,-33.967265,151.103366,,,MPP1,2,"217 FOREST RD MEMORIAL SQUARE, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot"
02958052X2,0295809073,0295809073,PH:0295809073,MEMORIAL SQUARE,217,FOREST,RD,HURSTVILLE,NSW,2220,-33.967265,151.103366,,,MPP1,2,"217 FOREST RD MEMORIAL SQUARE, HURSTVILLE","Card Payphone,Incoming Calls"
02958053X2,0295801730,0295801730,PH:0295801730,NEAR DIMENT WAY,296,FOREST,RD,HURSTVILLE,NSW,2220,-33.96675,151.102765,,,MPP1,1,"296 FOREST RD NEAR DIMENT WAY, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot"
02958602X2,0295864237,0429620866,PH:0295864237,O/S H& R BLOCK,285,FOREST,RD,HURSTVILLE,NSW,2220,-33.965929,151.101202,,,MPP1,1,"285 FOREST RD O/S H& R BLOCK, HURSTVILLE","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02444157X2,0244415947,0455216750,PH:0244415947,NR 62 OWEN ST,9,CURRAMBENE,ST,HUSKISSON,NSW,2540,-35.03908,150.67082,,,MPP1W,1,"9 CURRAMBENE ST NR 62 OWEN ST, HUSKISSON","Card Payphone,Incoming Calls,WIFI Hotspot"
02444161X2,0244416480,0244416480,PH:0244416480,NR COMMUNITY CNTR,0,TOMERONG,ST,HUSKISSON,NSW,2540,-35.0353,150.66682,,,MPP1,1,"0 TOMERONG ST NR COMMUNITY CNTR, HUSKISSON","Card Payphone,Incoming Calls"
02444373X2,0244437204,0484131560,PH:0244437204,OS GENERAL STORE,74,CYRUS,ST,HYAMS BEACH,NSW,2540,-35.10202,150.692274,,,MPP1W,1,"74 CYRUS ST OS GENERAL STORE, HYAMS BEACH","Card Payphone,Incoming Calls"
02635884X1,0263588412,0263588412,PH:0263588412,NEAR CAFES RD,0,CASTLEREAGH,HWY,ILFORD,NSW,2850,-32.95828,149.8580648,,,MPP1,1,"0 CASTLEREAGH HWY NEAR CAFES RD, ILFORD","Card Payphone,Incoming Calls"
02692454X2,0269245400,0269245400,PH:0269245400,CNR LAYTON ST,14,OLYMPIC,HWY,ILLABO,NSW,2590,-34.814854,147.740267,,,MPP1,1,"14 OLYMPIC HWY CNR LAYTON ST, ILLABO","Card Payphone,Incoming Calls"
02664660X2,0266466000,0448024926,PH:0266466000,ILUKA TOURIST PK,29,CHARLES,ST,ILUKA,NSW,2466,-29.405749,153.348891,,,MPP1W,1,"29 CHARLES ST ILUKA TOURIST PK, ILUKA","Card Payphone,Incoming Calls,WIFI Hotspot"
02664661X2,0266466008,0419773899,PH:0266466008,CNR DUKE ST,45,RIVERVIEW,ST,ILUKA,NSW,2466,-29.398991,153.350383,,,MPP1W,1,"45 RIVERVIEW ST CNR DUKE ST, ILUKA","Card Payphone,Incoming Calls"
02664664X2,0266466469,0448819873,PH:0266466469,NR POST OFFICE,38,CHARLES,ST,ILUKA,NSW,2466,-29.408369,153.351783,,,MPP1W,1,"38 CHARLES ST NR POST OFFICE, ILUKA","Card Payphone,Incoming Calls"
02664665X2,0266466636,0428489415,PH:0266466636,OS NEWSAGENT,113,CHARLES,ST,ILUKA,NSW,2466,-29.411995,153.356194,,,MPP1W,1,"113 CHARLES ST OS NEWSAGENT, ILUKA","Card Payphone,Incoming Calls,WIFI Hotspot"
02982904X2,0298292689,0436283350,PH:0298292689,NR RAILWAY STN,10,OXFORD,RD,INGLEBURN,NSW,2565,-33.997856,150.865231,,,MPP1W,1,"10 OXFORD RD NR RAILWAY STN, INGLEBURN","Card Payphone,Incoming Calls,WIFI Hotspot"
02982907X2,0298291210,0448750229,PH:0298291210,INGLEBURN RAILWAY,0,INGLEBURN,RD,INGLEBURN,NSW,2565,-33.997454,150.86468,,,MPP1W,1,"PLATFM 2 0 INGLEBURN RD INGLEBURN RAILWAY, INGLEBURN","Card Payphone,Incoming Calls"
02982911X2,0298292487,0448578668,PH:0298292487,NR PHOENIX AVE,133,CUMBERLAND,RD,INGLEBURN,NSW,2565,-34.008936,150.861633,,,MPP1W,1,"133 CUMBERLAND RD NR PHOENIX AVE, INGLEBURN","Card Payphone,Incoming Calls"
02982923X2,0298293861,0455848082,PH:0298293861,OS POST OFFICE,30,OXFORD,RD,INGLEBURN,NSW,2565,-33.99847,150.866212,,,MPP1W,1,"30 OXFORD RD OS POST OFFICE, INGLEBURN","Card Payphone,Incoming Calls,WIFI Hotspot"
02982924X2,0298292456,0408636785,PH:0298292456,CNR MEMORIAL AVE,47,STANLEY,ST,INGLEBURN,NSW,2565,-33.997152,150.864125,,,MPP1W,1,"47 STANLEY ST CNR MEMORIAL AVE, INGLEBURN","Card Payphone,Incoming Calls"
02672102X2,0267210296,0267210296,PH:0267210296,,45,OTHO,ST,INVERELL,NSW,2360,-29.77483,151.112072,,,MPP1,1,"45 OTHO ST , INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot"
02672104X2,0267210337,0427618596,PH:0267210337,IN PARK,58,WARATAH,ST,INVERELL,NSW,2360,-29.788155,151.102308,,,MPP1W,1,"58 WARATAH ST IN PARK, INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot"
02672203X2,0267221632,0267221632,PH:0267221632,CNR CLIVE ST,80,GLEN INNES,RD,INVERELL,NSW,2360,-29.780644,151.127026,,,MPP1,1,"80 GLEN INNES RD CNR CLIVE ST, INVERELL","Card Payphone,Incoming Calls"
02672205X2,0267222232,0483092750,PH:0267222232,CNR TINGHA RD,2,MEDORA,ST,INVERELL,NSW,2360,-29.782844,151.118679,,,MPP1W,1,"2 MEDORA ST CNR TINGHA RD, INVERELL","Card Payphone,Incoming Calls"
02672206X2,0267222698,0267222698,PH:0267222698,CNR WARIALDA RD,2,SWAN,ST,INVERELL,NSW,2360,-29.773856,151.098782,,,MPP1,1,"2 SWAN ST CNR WARIALDA RD, INVERELL","Card Payphone,Incoming Calls"
02672207X2,0267222832,0267222832,PH:0267222832,W OF ROSE STREET,8,WADE,ST,INVERELL,NSW,2360,-29.768272,151.105633,,,MPP1,1,"8 WADE ST W OF ROSE STREET, INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot"
02672208X2,0267222909,0267222909,PH:0267222909,CNR VIVIAN,100,BYRON,ST,INVERELL,NSW,2360,-29.772871,151.112199,,,MPP1,1,"100 BYRON ST CNR VIVIAN, INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot"
02672209X2,0267223121,0267223121,PH:0267223121,O/S POST OFFICE,97,OTHO,ST,INVERELL,NSW,2360,-29.77599,151.11316,,,MPP1,1,"97 OTHO ST O/S POST OFFICE, INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02672210X2,0267223365,0267223365,PH:0267223365,,142,BYRON,ST,INVERELL,NSW,2360,-29.772214,151.113359,,,MPP1,1,"142 BYRON ST , INVERELL","Card Payphone,Incoming Calls,WIFI Hotspot"
02672217X2,0267221098,0482627257,PH:0267221098,OS GILROY PLACE,6,WARIALDA,RD,INVERELL,NSW,2360,-29.774953,151.106184,,,MPP1W,1,"6 WARIALDA RD OS GILROY PLACE, INVERELL","Card Payphone,Incoming Calls"
02677520X2,0267752053,0267752053,PH:0267752053,N OF TABULUM RD,171,INVERGOWRIE,RD,INVERGOWRIE,NSW,2350,-30.519783,151.528326,,,MPP1,1,"171 INVERGOWRIE RD N OF TABULUM RD, INVERGOWRIE","Card Payphone,Incoming Calls"
02494029X2,0249654504,0477997438,PH:0249654504,CNR GEORGE ST,36,MORGAN,ST,ISLINGTON,NSW,2296,-32.9145947,151.7503321,,,MPP1W,1,"36 MORGAN ST CNR GEORGE ST, ISLINGTON","Card Payphone,Incoming Calls"
02496232X2,0249654318,0475632463,PH:0249654318,,104,MAITLAND,RD,ISLINGTON,NSW,2296,-32.9162954,151.7489195,,,MPP1W,1,"104 MAITLAND RD , ISLINGTON","Card Payphone,Incoming Calls"
02699512X2,0269951340,0269951340,PH:0269951340,OS POST OFFICE,29,COLUMBUS,ST,IVANHOE,NSW,2878,-32.8995,144.300117,,,MPP1,1,"29 COLUMBUS ST OS POST OFFICE, IVANHOE","Card Payphone,Incoming Calls"
02664740X2,0266474610,0447624923,PH:0266474610,MAN RIVER CARAVAN,4467,GWYDIR,HWY,JACKADGERY,NSW,2460,-29.577016,152.551226,,,MPP1W,1,"4467 GWYDIR HWY MAN RIVER CARAVAN, JACKADGERY","Card Payphone,Incoming Calls"
02423600X2,0242360200,0475907944,PH:0242360200,OS POST OFFICE,32,ALLOWRIE,ST,JAMBEROO,NSW,2533,-34.648543,150.777031,,,MPP1W,1,"32 ALLOWRIE ST OS POST OFFICE, JAMBEROO","Card Payphone,Incoming Calls,WIFI Hotspot"
02952840X2,0295283090,0447402481,PH:0295283090,NR RAILWAY CRES,545,BOX,RD,JANNALI,NSW,2226,-34.016207,151.065953,,,MPP1W,2,"545 BOX RD NR RAILWAY CRES, JANNALI","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02952841X2,0295283290,0458304492,PH:0295283290,NR RAILWAY CRES,545,BOX,RD,JANNALI,NSW,2226,-34.016207,151.065953,,,MPP1W,2,"545 BOX RD NR RAILWAY CRES, JANNALI","Card Payphone,Incoming Calls"
02952842X2,0295283990,0460432731,PH:0295283990,CNR JANNALI AVE,2,MARY,ST,JANNALI,NSW,2226,-34.016924,151.064233,,,MPP1W,1,"2 MARY ST CNR JANNALI AVE, JANNALI","Card Payphone,Incoming Calls"
02952843X2,0295284300,0467326298,PH:0295284300,OPP RLWY STATION,56,RAILWAY,CRS,JANNALI,NSW,2226,-34.015722,151.064955,,,MPP1W,1,"56 RAILWAY CRS OPP RLWY STATION, JANNALI","Card Payphone,Incoming Calls,WIFI Hotspot"
02635930X2,0263593201,0436920964,PH:0263593201,OPP TICKET OFFICE,4654,JENOLAN CAVES,RD,JENOLAN,NSW,2790,-33.819949,150.021765,,,MPP1,1,"4654 JENOLAN CAVES RD OPP TICKET OFFICE, JENOLAN","Card Payphone,Incoming Calls"
02645430X2,0264543101,0264543101,PH:0264543101,OS OLD POST OFFICE,0,JERANGLE,RD,JERANGLE,NSW,2630,-35.870956,149.366054,,,MPP1,1,"0 JERANGLE RD OS OLD POST OFFICE, JERANGLE","Card Payphone,Incoming Calls"
03588611X2,0358861532,0358861532,PH:0358861532,OS MOBIL S/STN,83,BOLTON,ST,JERILDERIE,NSW,2716,-35.35611,145.72926,,,MPP1,1,"83 BOLTON ST OS MOBIL S/STN, JERILDERIE","Card Payphone,Incoming Calls"
03588613X2,0358861240,0358861240,PH:0358861240,TELEPHONE EXCHANGE,6,JERILDERIE,ST,JERILDERIE,NSW,2716,-35.355603,145.725185,,,MPP1,1,"6 JERILDERIE ST TELEPHONE EXCHANGE, JERILDERIE","Card Payphone,Incoming Calls"
02625502X1,0262559078,0419934981,PH:0262559078,J/BERRA S/CENTRE,16,LIMESTONE,DRV,JERRABOMBERRA,NSW,2619,-35.380669,149.201421,,,MPP1W,1,"16 LIMESTONE DRV J/BERRA S/CENTRE, JRABMBRA JERRABOMBERRA","Card Payphone,Incoming Calls"
02629924X2,0262998188,0475294556,PH:0262998188,CNR BRUNDELL DRV,1,JERRABOMBERRA,PKWY,JERRABOMBERRA,NSW,2619,-35.38575,149.20073,,,MPP1W,1,"1 JERRABOMBERRA PKWY CNR BRUNDELL DRV, JRABMBRA JERRABOMBERRA","Card Payphone,Incoming Calls"
02657640X2,0265764001,0265764001,PH:0265764001,,15,PAGAN,ST,JERRYS PLAINS,NSW,2330,-32.4966836,150.9097908,,,MPP1,1,"15 PAGAN ST , JERRYS PLAINS","Card Payphone,Incoming Calls"
02444210X7,0244421038,0438664005,PH:0244421038,WRECK BAY VILLAGE,41,GUJAAGA,CL,JERVIS BAY,NSW,2540,-35.166161,150.689603,,RIC,MPP1W,1,"41 GUJAAGA CL WRECK BAY VILLAGE, JRVS BY JERVIS BAY","Card Payphone,Incoming Calls"
02444212X2,0244421092,0460003505,PH:0244421092,NR SUPERMARKET,87,VILLAGE,RD,JERVIS BAY,NSW,2540,-35.134884,150.706731,,,MPP1W,1,"87 VILLAGE RD NR SUPERMARKET, JRVS BY JERVIS BAY","Card Payphone,Incoming Calls"
02495109X2,0249514654,0492151867,PH:0249514654,,60,MORDUE,PDE,JESMOND,NSW,2299,-32.8994686,151.6868358,,,MPP1,1,"60 MORDUE PDE , JESMOND JESMOND","Card Payphone,Incoming Calls"
02495216X2,0249578965,0418143190,PH:0249578965,,49,JANET,ST,JESMOND,NSW,2299,-32.901675,151.695345,,,MPP1W,1,"49 JANET ST , JESMOND JESMOND","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02495550X2,0249555104,0455839496,PH:0249555104,NR BUS STOP,26,BLUEGUM,RD,JESMOND,NSW,2299,-32.902869,151.690842,,,MPP1W,1,"26 BLUEGUM RD NR BUS STOP, JESMOND JESMOND","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02494711X2,0249471474,0437109079,PH:0249471474,O/S JEWELS SHP CNT,73,NTABA,RD,JEWELLS,NSW,2280,-33.0126899,151.6839997,,,MPP1W,1,"73 NTABA RD O/S JEWELS SHP CNT, JEWELLS","Card Payphone,Incoming Calls,WIFI Hotspot,ADSL"
02645603X2,0264562107,0264562107,PH:0264562107,CARINYA VILLAGE,82,CARINYA,LA,JINDABYNE,NSW,2627,-36.47069,148.62522,,,MPP1,1,"82 CARINYA LA CARINYA VILLAGE, JINDABYNE","Card Payphone,Incoming Calls"
02645620X2,0264562004,0475703804,PH:0264562004,ADJ AMENITIES BLK,0,KOSCIUSKO,RD,JINDABYNE,NSW,2627,-36.41523,148.62357,,,MPP1,1,"0 KOSCIUSKO RD ADJ AMENITIES BLK, JINDABYNE","Card Payphone,Incoming Calls"
02602630X2,0260263319,0260263319,PH:0260263319,OS SHOP,10,URANA,ST,JINDERA,NSW,2642,-35.954543,146.888704,,,MPP1,1,"10 URANA ST OS SHOP, JINDERA","Card Payphone,Incoming Calls"
02603711X2,0260371288,0260371288,PH:0260371288,CNR JINGELLIC RD,3208,RIVER,RD,JINGELLIC,NSW,2642,-35.925654,147.69827,,,MPP1,1,"3208 RIVER RD CNR JINGELLIC RD, JINGELLIC","Card Payphone,Incoming Calls"
02655650X2,0265565100,0455172393,PH:0265565100,NR THOMAS ST,48,JOHN RIVER,RD,JOHNS RIVER,NSW,2443,-31.730336,152.696275,,,MPP1W,1,"48 JOHN RIVER RD NR THOMAS ST, JOHNS RIVER","Card Payphone,Incoming Calls,WIFI Hotspot"
02694540X2,0269454241,0269454241,PH:0269454241,NEAR RIVERSIDE DRV,0,JUGIONG,RD,JUGIONG,NSW,2726,-34.823103,148.324294,,,MPP1,1,"0 JUGIONG RD NEAR RIVERSIDE DRV, JUGIONG","Card Payphone,Incoming Calls"
02664470X2,0266447043,0484193576,PH:0266447043,NR BUTCHER'S SHOP,6,CASINO,RD,JUNCTION HILL,NSW,2460,-29.644968,152.927266,,,MPP1W,1,"6 CASINO RD NR BUTCHER'S SHOP, JUNCTION HILL","Card Payphone,Incoming Calls"
02692410X1,0269241970,0269241970,PH:0269241970,RSL CLUB,75,BROADWAY,ST,JUNEE,NSW,2663,-34.866857,147.581487,,,MPP1,1,"75 BROADWAY ST RSL CLUB, JUNEE JUNEE","Card Payphone,Incoming Calls"
02692410X2,0269241232,0269241232,PH:0269241232,O/S POST OFFICE,119,LORNE,ST,JUNEE,NSW,2663,-34.870974,147.584553,,,MPP1,1,"119 LORNE ST O/S POST OFFICE, JUNEE JUNEE","Card Payphone,Incoming Calls"
02494308X2,0249432965,0448801395,PH:0249432965,NR HEXHAM ST,6,GLEBE,ST,KAHIBAH,NSW,2290,-32.962356,151.712194,,,MPP1W,1,"6 GLEBE ST NR HEXHAM ST, KAHIBAH","Card Payphone,Incoming Calls"
02649415X2,0264941460,0264941460,PH:0264941460,NEAR CARAVAN PARK,6,OLD WALLAGOOT,RD,KALARU,NSW,2550,-36.73569,149.93721,,,MPP1,1,"6 OLD WALLAGOOT RD NEAR CARAVAN PARK, KALARU","Card Payphone,Incoming Calls"
02645670X2,0264567001,0264567001,PH:0264567001,,1,LOFTUS,AVE,KALKITE,NSW,2627,-36.334933,148.636635,,,MPP1,1,"1 LOFTUS AVE , KALKITE","Card Payphone,Incoming Calls"
02426202X2,0242621351,0242621351,PH:0242621351,OS SHOPS,56,LAKESIDE,DRV,KANAHOOKA,NSW,2530,-34.500367,150.817051,,,MPP1,1,"56 LAKESIDE DRV OS SHOPS, KANAHOOKA","Card Payphone,Incoming Calls"
